OBJECTID,PARCEL_TAG,PARCEL_I,PARCEL_C,STREETADDRESS,CITY,ID,UTILITY_ST,NaN,NaN
3095,1017637,1049822,1049822,2525 BROADWAY ST,INDIANAPOLIS,16107,0,-86.76535389075062,35.24199775413121
3096,1127615,5008319,5008319,1254 MARTIN ST,INDIANAPOLIS,3209,1,-86.76535389075062,35.24199775413121
3097,1322904,1001148,1001148,5048 E MINNESOTA ST,INDIANAPOLIS,142948,0,-86.76535389075062,35.24199775413121
3098,1009128,1026165,1026165,3042 RALSTON AVE,INDIANAPOLIS,105339,1,-86.76535389075062,35.24199775413121
3099,1185880,7028702,7028702,5440 E 21ST ST,INDIANAPOLIS,153634,0,-86.76535389075062,35.24199775413121
3100,1279808,9022537,9022537,434 N GOODLET AVE,INDIANAPOLIS,318821,1,-86.76535389075062,35.24199775413121
3101,1004811,1032587,1032587,1438 W 35TH ST,INDIANAPOLIS,294753,1,-86.76535389075062,35.24199775413121
3102,1007275,1004592,1004592,3149 N DEQUINCY ST,INDIANAPOLIS,318538,0,-86.76535389075062,35.24199775413121
3103,1016599,1082146,1082146,2611 ADAMS ST,INDIANAPOLIS,179050,1,-86.76535389075062,35.24199775413121
3104,1037656,1007365,1007365,927 N DENNY ST,INDIANAPOLIS,48857,1,-86.76535389075062,35.24199775413121
3105,1042353,1012238,1012238,509 N KEYSTONE AVE,INDIANAPOLIS,215084,1,-86.76535389075062,35.24199775413121
3106,1041305,1059711,1059711,559 N TACOMA AVE,INDIANAPOLIS,89678,1,-86.76535723901782,35.241997723733036
3107,1174822,6006279,6006279,4014 N VINEWOOD AVE,INDIANAPOLIS,30467,0,-86.76535389075062,35.24199775413121
3108,1009418,1028746,1028746,1414 W 31ST ST,INDIANAPOLIS,88001,1,-86.76535389075062,35.24199775413121
3109,1177137,7024196,7024196,7934 PLACING RD,INDIANAPOLIS,186478,1,-86.76535389075062,35.24199775413121
3110,1274410,9023176,9023176,1043 SHARON AVE,INDIANAPOLIS,316657,0,-86.76535389075062,35.24199775413121
3111,1292232,9000542,9000542,5037 W MORRIS ST,INDIANAPOLIS,247035,1,-86.76535389075062,35.24199775413121
3112,1003645,1089708,1089708,3310 E 34TH ST,INDIANAPOLIS,244,1,-86.76535389075062,35.24199775413121
3113,1071721,1059188,1059188,1642 E TABOR ST,INDIANAPOLIS,321737,1,-86.76535723901782,35.241997723733036
3114,1058774,1075979,1075979,1041 ELM ST,INDIANAPOLIS,284214,1,-86.76535389075062,35.24199775413121
3115,1033701,1034448,1034448,1224 N RURAL ST,INDIANAPOLIS,17978,1,-86.76535389075062,35.24199775413121
3116,1328481,5019942,5019942,1913 E PERRY ST,INDIANAPOLIS,48221,1,-86.76535389075062,35.24199775413121
3117,1036882,1048573,1048573,937 N GLADSTONE AVE,INDIANAPOLIS,166655,1,-86.76535389075062,35.24199775413121
3118,1036628,1037781,1037781,952 EASTERN AVE,INDIANAPOLIS,93329,0,-86.76535389075062,35.24199775413121
3119,1173006,6011927,6011927,4486 BRAEMAR DR,INDIANAPOLIS,19779,1,-86.76535389075062,35.24199775413121
3120,1175373,6005733,6005733,3932 N LAWNDALE AVE,INDIANAPOLIS,272497,0,-86.76535389075062,35.24199775413121
3121,1310705,4009238,4009238,4101 N RITTER AVE,INDIANAPOLIS,138024,1,-86.76535389075062,35.24199775413121
3122,1257455,9039318,9039318,3177 NORWICH CT,INDIANAPOLIS,63883,0,-86.76535389075062,35.24199775413121
3123,1068167,1041075,1041075,1722 S DELAWARE ST,INDIANAPOLIS,162980,1,-86.76535723901782,35.241997723733036
3124,1015366,1078836,1078836,2723 N OLNEY ST,INDIANAPOLIS,11351,0,-86.76535389075062,35.24199775413121
3125,1048791,1043417,1043417,39 N RANDOLPH ST,INDIANAPOLIS,219862,1,-86.76535389075062,35.24199775413121
3126,1005941,1093030,1093030,3239 BROUSE AVE,INDIANAPOLIS,200876,1,-86.76535389075062,35.24199775413121
3127,1021721,1001994,1001994,2255 N LASALLE ST,INDIANAPOLIS,198120,0,-86.76535389075062,35.24199775413121
3128,1025866,1011542,1011542,1955 N PARKER AVE,INDIANAPOLIS,184372,0,-86.76535389075062,35.24199775413121
3129,1027549,1007209,1007209,1817 TALLMAN AVE,INDIANAPOLIS,182713,1,-86.76535723901782,35.241997723733036
3130,1327295,5000460,5000460,1624 BACON ST,INDIANAPOLIS,337623,0,-86.76535389075062,35.24199775413121
3131,1040584,1023755,1023755,626 N DEARBORN ST,INDIANAPOLIS,294233,0,-86.76535389075062,35.24199775413121
3132,1003922,1022027,1022027,1164 W 36TH ST,INDIANAPOLIS,335775,1,-86.76535389075062,35.24199775413121
3133,1011479,1046757,1046757,1312 EUGENE ST,INDIANAPOLIS,31369,1,-86.76535389075062,35.24199775413121
3134,1025442,1018432,1018432,2023 N OXFORD ST,INDIANAPOLIS,51731,1,-86.76535389075062,35.24199775413121
3135,1015163,1060846,1060846,1054 W 27TH ST,INDIANAPOLIS,81948,1,-86.76535389075062,35.24199775413121
3136,1062585,1040777,1040777,725 SANDERS ST,INDIANAPOLIS,80032,1,-86.76535389075062,35.24199775413121
3137,1189292,7018008,7018008,1806 BAUER RD,INDIANAPOLIS,166590,0,-86.76535389075062,35.24199775413121
3138,1267720,9006035,9006035,1840 N MORELAND AVE,INDIANAPOLIS,311836,1,-86.76535723901782,35.241997723733036
3139,1029381,1088503,1088503,4745 E 17TH ST,INDIANAPOLIS,340594,0,-86.76535389075062,35.24199775413121
3140,1315986,1039029,1039029,3738 BALTIMORE AVE,INDIANAPOLIS,103352,1,-86.76535389075062,35.24199775413121
3141,1372676,1061630,1061630,220 S WALCOTT ST,INDIANAPOLIS,283211,1,-86.7653572019646,35.24199497683567
3142,1298301,9007028,9007028,2610 S LYONS AVE,INDIANAPOLIS,131722,0,-86.76535389075062,35.24199775413121
3143,1035941,1075499,1075499,4524 E 10TH ST,INDIANAPOLIS,102342,0,-86.76535389075062,35.24199775413121
3144,1277818,9031767,9031767,639 N ALTON AVE,INDIANAPOLIS,172804,0,-86.76535389075062,35.24199775413121
3145,1014223,1021190,1021190,1020 W 28TH ST,INDIANAPOLIS,140872,1,-86.76535389075062,35.24199775413121
3146,1312891,8022671,8022671,1915 MILLERSVILLE DR,INDIANAPOLIS,78854,1,-86.76535389075062,35.24199775413121
3147,1001283,1002396,1002396,3601 GRACELAND AVE,INDIANAPOLIS,327161,1,-86.76535389075062,35.24199775413121
3148,1296025,9025415,9025415,1935 S LYNHURST DR,INDIANAPOLIS,184949,1,-86.76535389075062,35.24199775413121
3149,1010581,1099999,1099999,512 E 30TH ST,INDIANAPOLIS,159781,0,-86.76535389075062,35.24199775413121
3150,1071728,1051308,1051308,1612 E TABOR ST,INDIANAPOLIS,304840,1,-86.76535389075062,35.24199775413121
3151,1023144,1021232,1021232,2139 COLUMBIA AVE,INDIANAPOLIS,313771,1,-86.76535389075062,35.24199775413121
3152,1292059,9017177,9017177,2223 W MORRIS ST,INDIANAPOLIS,93936,0,-86.76535389075062,35.24199775413121
3153,1322080,1084564,1084564,755 HIATT ST,INDIANAPOLIS,86434,0,-86.76535389075062,35.24199775413121
3154,1289595,9008612,9008612,741 S LYNHURST DR,INDIANAPOLIS,317992,1,-86.76535389075062,35.24199775413121
3155,1312309,4007816,4007816,5819 E 39TH ST,INDIANAPOLIS,130452,0,-86.76535389075062,35.24199775413121
3156,1006024,1091366,1091366,3284 GUILFORD AVE,INDIANAPOLIS,254692,1,-86.76535389075062,35.24199775413121
3157,1067070,1035559,1035559,1518 SHEPARD ST,INDIANAPOLIS,90474,0,-86.76535389075062,35.24199775413121
3158,1248349,8022723,8022723,4322 NORWALDO AVE,INDIANAPOLIS,159561,0,-86.76535389075062,35.24199775413121
3159,1088000,3008603,3008603,5531 YUCATAN DR,INDIANAPOLIS,103089,0,-86.76535389075062,35.24199775413121
3160,1125133,4009979,4009979,4128 N WEBSTER AVE,INDIANAPOLIS,26868,0,-86.76535389075062,35.24199775413121
3161,1009534,1016059,1016059,1260 W 31ST ST,INDIANAPOLIS,140434,0,-86.76535389075062,35.24199775413121
3162,1170799,6009302,6009302,4840 FLAME WAY,INDIANAPOLIS,57395,0,-86.76535389075062,35.24199775413121
3163,1037359,1077132,1077132,937 N LASALLE ST,INDIANAPOLIS,292560,0,-86.76535389075062,35.24199775413121
3164,1040897,1015786,1015786,608 N DEARBORN ST,INDIANAPOLIS,260451,1,-86.76535723901782,35.241997723733036
3165,1026643,1074876,1074876,2802 BROOKSIDE AVE,INDIANAPOLIS,265830,0,-86.76535389075062,35.24199775413121
3166,1019702,1068242,1068242,946 BURDSAL PKWY,INDIANAPOLIS,288812,1,-86.76535723901782,35.241997723733036
3167,1018937,1015882,1015882,2444 ETHEL AVE,INDIANAPOLIS,189402,1,-86.76535389075062,35.24199775413121
3168,1051356,1025829,1025829,252 S CHESTER AVE,INDIANAPOLIS,19831,0,-86.76535389075062,35.24199775413121
3169,1124286,4012180,4012180,6401 MEADOWLARK DR,INDIANAPOLIS,130791,0,-86.76535389075062,35.24199775413121
3170,1029920,1047391,1047391,1611 N ARSENAL AVE,INDIANAPOLIS,287594,1,-86.76535389075062,35.24199775413121
3171,1020773,1059907,1059907,2330 WINTHROP AVE,INDIANAPOLIS,42298,0,-86.76535389075062,35.24199775413121
3172,1062923,1023899,1023899,1438 ORANGE ST,INDIANAPOLIS,231734,1,-86.76535723901782,35.241997723733036
3173,1131001,5004078,5004078,1406 NORTON AVE,INDIANAPOLIS,276905,1,-86.76535389075062,35.24199775413121
3174,1016494,1082149,1082149,3422 E 26TH ST,INDIANAPOLIS,241757,0,-86.76535389075062,35.24199775413121
3175,1280085,9019254,9019254,3046 W VERMONT ST,INDIANAPOLIS,313211,0,-86.76535385369752,35.24199500723385
3176,1042767,1080088,1080088,443 N EUCLID AVE,INDIANAPOLIS,128851,1,-86.76535389075062,35.24199775413121
3177,1010133,1058263,1058263,1424 E 30TH ST,INDIANAPOLIS,76107,1,-86.76535389075062,35.24199775413121
3178,1001229,1072355,1072355,3553 CAROLINE AVE,INDIANAPOLIS,340360,1,-86.76535723901782,35.241997723733036
3179,1322840,9020918,9020918,2111 MARTHA ST,INDIANAPOLIS,55174,1,-86.76535723901782,35.241997723733036
3180,1204042,7011256,7011256,474 S SHERIDAN AVE,INDIANAPOLIS,23564,1,-86.76535389075062,35.24199775413121
3181,1037120,1060438,1060438,937 N OXFORD ST,INDIANAPOLIS,153155,1,-86.76535389075062,35.24199775413121
3182,1278681,9017532,9017532,543 N EXETER AVE,INDIANAPOLIS,157270,0,-86.76535389075062,35.24199775413121
3183,1128465,5012730,5012730,3213 S RURAL ST,INDIANAPOLIS,28897,0,-86.76535389075062,35.24199775413121
3184,1005415,1059636,1059636,3321 N CAPITOL AVE,INDIANAPOLIS,130990,0,-86.76535389075062,35.24199775413121
3185,1030730,1060826,1060826,2210 COYNER AVE,INDIANAPOLIS,103999,0,-86.76535389075062,35.24199775413121
3186,1033048,1017282,1017282,1566 BROOKSIDE AVE,INDIANAPOLIS,199198,1,-86.76535389075062,35.24199775413121
3187,1040768,1051347,1051347,617 N PARKER AVE,INDIANAPOLIS,10016,1,-86.76535389075062,35.24199775413121
3188,1048201,1071350,1071350,215 N RANDOLPH ST,INDIANAPOLIS,127213,1,-86.76535389075062,35.24199775413121
3189,1129993,5003808,5003808,3410 COFFEY ST,INDIANAPOLIS,239017,1,-86.76535389075062,35.24199775413121
3190,1322799,9016986,9016986,2222 MARTHA ST,INDIANAPOLIS,279040,0,-86.76535389075062,35.24199775413121
3191,1209155,8044267,8044267,9476 COMPTON ST,INDIANAPOLIS,82499,0,-86.76535389075062,35.24199775413121
3192,1062589,1020474,1020474,1204 VILLA AVE,INDIANAPOLIS,6811,0,-86.76535389075062,35.24199775413121
3193,1033008,1093660,1093660,1312 N PARKER AVE,INDIANAPOLIS,308611,1,-86.76535723901782,35.241997723733036
3194,1254804,9024541,9024541,3421 TANSEL RD,INDIANAPOLIS,318599,0,-86.76535389075062,35.24199775413121
3195,1004137,1054917,1054917,1811 E 34TH ST,INDIANAPOLIS,181471,1,-86.76535389075062,35.24199775413121
3196,1000725,1081727,1081727,3628 N ILLINOIS ST,INDIANAPOLIS,136709,0,-86.76535389075062,35.24199775413121
3197,1020707,1014936,1014936,2328 N ARSENAL AVE,INDIANAPOLIS,23237,1,-86.76535389075062,35.24199775413121
3198,1035502,1071301,1071301,1027 N KEALING AVE,INDIANAPOLIS,258273,0,-86.76535389075062,35.24199775413121
2610,1188292,7003943,7003943,1812 ELMHURST DR,INDIANAPOLIS,334587,1,-86.76535723901782,35.241997723733036
2611,1016102,1032270,1032270,1038 ROACHE ST,INDIANAPOLIS,155733,0,-86.76535389075062,35.24199775413121
2612,1279106,9017557,9017557,3035 W MICHIGAN ST,INDIANAPOLIS,234902,1,-86.76535389075062,35.24199775413121
3211,1035583,1034115,1034115,1036 MILEY AVE,INDIANAPOLIS,41401,1,-86.76535389075062,35.24199775413121
3212,1009358,1051758,1051758,1134 W 31ST ST,INDIANAPOLIS,313276,1,-86.76535723901782,35.241997723733036
3199,1034401,1036724,1036724,1143 N ELDER AVE,INDIANAPOLIS,93631,1,-86.76535389075062,35.24199775413121
3200,1013850,1057858,1057858,1115 UDELL ST,INDIANAPOLIS,69127,1,-86.76535723901782,35.241997723733036
3201,1184970,7000774,7000774,5531 E 23RD ST,INDIANAPOLIS,21247,1,-86.76535389075062,35.24199775413121
3202,1283626,9018579,9018579,23 HARRIS AVE,INDIANAPOLIS,11951,0,-86.76535389075062,35.24199775413121
3203,1032795,1042226,1042226,1624 BROOKSIDE AVE,INDIANAPOLIS,116473,0,-86.76535389075062,35.24199775413121
3204,1279484,9018512,9018512,459 N GOODLET AVE,INDIANAPOLIS,285869,0,-86.76535389075062,35.24199775413121
3205,1009995,1077562,1077562,3502 E 30TH ST,INDIANAPOLIS,267650,1,-86.76535389075062,35.24199775413121
3206,1294113,9020479,9020479,2236 MORGAN ST,INDIANAPOLIS,300026,0,-86.76535389075062,35.24199775413121
3207,1062270,1052575,1052575,1242 UNION ST,INDIANAPOLIS,249483,1,-86.76535389075062,35.24199775413121
3208,1020451,1037600,1037600,2338 SHELDON ST,INDIANAPOLIS,52473,0,-86.76535389075062,35.24199775413121
3209,1067472,1010653,1010653,965 E MINNESOTA ST,INDIANAPOLIS,335263,0,-86.76535389075062,35.24199775413121
3210,1019032,1071053,1071053,2438 INDIANAPOLIS AVE,INDIANAPOLIS,323065,1,-86.76535389075062,35.24199775413121
3213,1068798,1001878,1001878,1826 ORLEANS ST,INDIANAPOLIS,139939,0,-86.76535389075062,35.24199775413121
3214,1007176,1008809,1008809,3224 WINTHROP AVE,INDIANAPOLIS,105795,0,-86.76535389075062,35.24199775413121
3215,1324417,9007394,9007394,2810 S RYBOLT AVE,INDIANAPOLIS,284586,1,-86.76535723901782,35.241997723733036
3216,1063914,1050301,1050301,1231 MADEIRA ST,INDIANAPOLIS,32654,1,-86.76535723901782,35.241997723733036
3217,1005078,1087905,1087905,3320 HOVEY ST,INDIANAPOLIS,142112,1,-86.76535723901782,35.241997723733036
3218,1065581,1079929,1079929,606 WEGHORST ST,INDIANAPOLIS,326022,0,-86.76535389075062,35.24199775413121
3219,1317469,1035914,1035914,3709 GRACELAND AVE,INDIANAPOLIS,209959,1,-86.76535389075062,35.24199775413121
3220,1047352,1042562,1042562,240 N SUMMIT ST,INDIANAPOLIS,114097,1,-86.76535389075062,35.24199775413121
3221,1007689,1004248,1004248,3122 N OLNEY ST,INDIANAPOLIS,70696,0,-86.76535389075062,35.24199775413121
3222,1062262,1056873,1056873,1244 S TALBOTT ST,INDIANAPOLIS,300146,0,-86.76535389075062,35.24199775413121
3223,1202562,7016081,7016081,327 S WEBSTER AVE,INDIANAPOLIS,128906,0,-86.76535389075062,35.24199775413121
3224,1029466,1055570,1055570,1628 BELLEFONTAINE ST,INDIANAPOLIS,225731,1,-86.76535723901782,35.241997723733036
3225,1037461,1064262,1064262,936 N OLNEY ST,INDIANAPOLIS,100252,0,-86.76535389075062,35.24199775413121
3226,1319935,9018379,9018379,1025 N SHEFFIELD AVE,INDIANAPOLIS,107169,1,-86.76535389075062,35.24199775413121
3227,1013139,1039755,1039755,2834 SCHOFIELD AVE,INDIANAPOLIS,167857,1,-86.76535389075062,35.24199775413121
3228,1246831,8031582,8031582,4433 PRIMROSE AVE,INDIANAPOLIS,120496,0,-86.76535389075062,35.24199775413121
3229,1141184,5006915,5006915,1318 W EDGEWOOD AVE,INDIANAPOLIS,223976,0,-86.76535389075062,35.24199775413121
3230,1071829,1022531,1022531,2224 VILLA AVE,INDIANAPOLIS,150361,0,-86.76535389075062,35.24199775413121
3231,1006737,1080261,1080261,3207 FOREST MANOR AVE,INDIANAPOLIS,144898,1,-86.76535389075062,35.24199775413121
3232,1010039,1076119,1076119,3936 E 30TH ST,INDIANAPOLIS,211697,1,-86.76535723901782,35.241997723733036
3233,1246908,8014588,8014588,4449 NORWALDO AVE,INDIANAPOLIS,339170,0,-86.76535389075062,35.24199775413121
3234,1062280,1084462,1084462,1218 ST PETER ST,INDIANAPOLIS,147370,1,-86.76535723901782,35.241997723733036
3235,1039511,1091201,1091201,814 N TEMPLE AVE,INDIANAPOLIS,209194,1,-86.76535723901782,35.241997723733036
3236,1149820,5033513,5033513,7611 ORCHARD VILLAGE DR,INDIANAPOLIS,66741,1,-86.76535723901782,35.241997723733036
3237,1023806,1079586,1079586,2131 SUGAR GROVE AVE,INDIANAPOLIS,318346,0,-86.76535389075062,35.24199775413121
3238,1013196,1012200,1012200,2828 GUILFORD AVE,INDIANAPOLIS,279628,0,-86.76535389075062,35.24199775413121
3239,1317889,7005817,7005817,3632 N BUTLER AVE,INDIANAPOLIS,201081,0,-86.76535389075062,35.24199775413121
3240,1316070,1018429,1018429,3747 N PARK AVE,INDIANAPOLIS,254565,1,-86.76535389075062,35.24199775413121
3241,1045759,1062278,1062278,2935 E NEW YORK ST,INDIANAPOLIS,152504,1,-86.76535389075062,35.24199775413121
3242,1065901,1057086,1057086,1524 S TALBOTT ST,INDIANAPOLIS,233893,1,-86.76535723901782,35.241997723733036
3243,1055830,1062316,1062316,2227 SPANN AVE,INDIANAPOLIS,184491,1,-86.76535389075062,35.24199775413121
3244,1021187,1023761,1023761,2311 DR M L KING JR ST,INDIANAPOLIS,140884,0,-86.76535389075062,35.24199775413121
3245,1023358,1047794,1047794,2153 GENT AVE,INDIANAPOLIS,193767,0,-86.76535389075062,35.24199775413121
3246,1036905,1063352,1063352,940 N RURAL ST,INDIANAPOLIS,283543,0,-86.76535389075062,35.24199775413121
2613,1006515,1087919,1087919,3252 RALSTON AVE,INDIANAPOLIS,249052,1,-86.76535389075062,35.24199775413121
2614,1289854,9016904,9016904,840 S BELLEVIEW PL,INDIANAPOLIS,255560,0,-86.76535389075062,35.24199775413121
2615,1024762,1005843,1005843,2030 REMBRANDT ST,INDIANAPOLIS,315638,0,-86.76535389075062,35.24199775413121
2616,1067245,1014290,1014290,1620 S EAST ST,INDIANAPOLIS,325361,1,-86.76535723901782,35.241997723733036
2617,1014985,1033284,1033284,2729 STUART ST,INDIANAPOLIS,126015,1,-86.76535389075062,35.24199775413121
2618,1253718,9052081,9052081,6374 W 35TH PL,INDIANAPOLIS,236451,1,-86.76535723901782,35.241997723733036
2619,1006538,1004863,1004863,1248 W 33RD ST,INDIANAPOLIS,286907,1,-86.76535723901782,35.241997723733036
2620,1060909,1062385,1062385,1631 PROSPECT ST,INDIANAPOLIS,94177,1,-86.76535723901782,35.241997723733036
2621,1043967,1075628,1075628,419 N GRAY ST,INDIANAPOLIS,265697,0,-86.76535389075062,35.24199775413121
2622,1036793,1024287,1024287,958 N TUXEDO ST,INDIANAPOLIS,35421,0,-86.76535389075062,35.24199775413121
2623,1331676,2000374,2000374,4423 MANN RD,INDIANAPOLIS,250317,1,-86.76535723901782,35.241997723733036
2624,1040315,1028512,1028512,638 N PARKER AVE,INDIANAPOLIS,169304,1,-86.76535389075062,35.24199775413121
2625,1316849,1017775,1017775,3729 RUCKLE ST,INDIANAPOLIS,69032,0,-86.76535389075062,35.24199775413121
2626,1019719,1051234,1051234,906 BURDSAL PKWY,INDIANAPOLIS,164605,0,-86.76535389075062,35.24199775413121
2627,1009546,1051613,1051613,3024 HOVEY ST,INDIANAPOLIS,236581,1,-86.76535389075062,35.24199775413121
2628,1053171,1020641,1020641,337 S TEMPLE AVE,INDIANAPOLIS,230148,1,-86.76535389075062,35.24199775413121
2629,1034882,1048793,1048793,1105 JEFFERSON AVE,INDIANAPOLIS,182386,1,-86.76535389075062,35.24199775413121
2630,1125190,4017221,4017221,9862 ELLIS DR,INDIANAPOLIS,307572,1,-86.76535389075062,35.24199775413121
2631,1055015,1060125,1060125,2347 ENGLISH AVE,INDIANAPOLIS,222829,0,-86.76535389075062,35.24199775413121
2632,1004660,1091882,1091882,3336 BALTIMORE AVE,INDIANAPOLIS,318445,1,-86.76535723901782,35.241997723733036
2633,1248757,8019465,8019465,157 BERKLEY RD,INDIANAPOLIS,202010,0,-86.76535389075062,35.24199775413121
2634,1036652,1059590,1059590,1801 W 10TH ST,INDIANAPOLIS,59355,1,-86.76535389075062,35.24199775413121
2635,1014861,1066574,1066574,2741 COLUMBIA AVE,INDIANAPOLIS,225760,0,-86.76535389075062,35.24199775413121
2636,1008921,1051535,1051535,1101 CONGRESS AVE,INDIANAPOLIS,237240,1,-86.76535389075062,35.24199775413121
2637,1271262,9019662,9019662,1426 N HOLMES AVE,INDIANAPOLIS,232868,0,-86.76535389075062,35.24199775413121
2638,1278568,9017342,9017342,519 N GOODLET AVE,INDIANAPOLIS,195723,1,-86.76535389075062,35.24199775413121
2639,1288059,9007735,9007735,560 S COLE ST,INDIANAPOLIS,266295,1,-86.76535389075062,35.24199775413121
2640,1007898,1091243,1091243,3157 ETHEL AVE,INDIANAPOLIS,143341,1,-86.76535723901782,35.241997723733036
2641,1200310,7008493,7008493,6032 E WASHINGTON ST,INDIANAPOLIS,3222,0,-86.76535389075062,35.24199775413121
2642,1021767,1021689,1021689,2265 N KENWOOD AVE,INDIANAPOLIS,57375,0,-86.76535389075062,35.24199775413121
2643,1277049,9015366,9015366,738 KING AVE,INDIANAPOLIS,225969,0,-86.76535389075062,35.24199775413121
2644,1279103,9017558,9017558,3029 W MICHIGAN ST,INDIANAPOLIS,282512,1,-86.76535389075062,35.24199775413121
2645,1201027,7012720,7012720,40 S RITTER AVE,INDIANAPOLIS,164808,1,-86.76535723901782,35.241997723733036
2646,1048915,1004403,1004403,30 BANKERS LN,INDIANAPOLIS,120857,1,-86.76535723901782,35.241997723733036
2647,1005055,1018229,1018229,3343 N DREXEL AVE,INDIANAPOLIS,335158,0,-86.76535389075062,35.24199775413121
2648,1063456,1078176,1078176,1307 S ALABAMA ST,INDIANAPOLIS,242999,1,-86.76535723901782,35.241997723733036
2649,1329497,2000052,2000052,3105 S RYBOLT AVE,INDIANAPOLIS,198575,0,-86.76535389075062,35.24199775413121
2650,1011794,1029035,1029035,2929 N NEW JERSEY ST,INDIANAPOLIS,256291,0,-86.76535389075062,35.24199775413121
2651,1001063,1030446,1030446,3614 N CAPITOL AVE,INDIANAPOLIS,278443,0,-86.76535389075062,35.24199775413121
2652,1011927,1034441,1034441,553 EUGENE ST,INDIANAPOLIS,25250,1,-86.76535389075062,35.24199775413121
2653,1032375,1055204,1055204,1353 N EWING ST,INDIANAPOLIS,284198,1,-86.76535389075062,35.24199775413121
2654,1046358,1071525,1071525,236 N TEMPLE AVE,INDIANAPOLIS,89632,1,-86.76535723901782,35.241997723733036
2655,1127229,4015177,4015177,9619 E 39TH PL,INDIANAPOLIS,33819,0,-86.76535389075062,35.24199775413121
2656,1012014,1070650,1070650,1249 EUGENE ST,INDIANAPOLIS,166216,1,-86.76535389075062,35.24199775413121
2657,1275372,9023069,9023069,2831 W 10TH ST,INDIANAPOLIS,113146,0,-86.76535389075062,35.24199775413121
2658,1012038,1079380,1079380,2928 WASHINGTON BLVD,INDIANAPOLIS,143329,0,-86.76535389075062,35.24199775413121
2659,1007479,1027384,1027384,3210 HOVEY ST,INDIANAPOLIS,300043,1,-86.76535389075062,35.24199775413121
2660,1273335,9020287,9020287,1166 N LUETT AVE,INDIANAPOLIS,274428,0,-86.76535389075062,35.24199775413121
2661,1271546,9017282,9017282,1406 KING AVE,INDIANAPOLIS,160,1,-86.76535389075062,35.24199775413121
2662,1272481,9022242,9022242,1218 KING AVE,INDIANAPOLIS,314215,0,-86.76535389075062,35.24199775413121
3247,1094258,3000145,3000145,8031 ACTON RD,INDIANAPOLIS,262192,0,-86.76535389075062,35.24199775413121
3248,1072750,1033026,1033026,1731 WADE ST,INDIANAPOLIS,102544,0,-86.76535389075062,35.24199775413121
3249,1000522,1026452,1026452,3629 BIRCHWOOD AVE,INDIANAPOLIS,71327,0,-86.76535389075062,35.24199775413121
3250,1127148,4010460,4010460,6056 ROSELAWN DR,INDIANAPOLIS,286740,1,-86.76535389075062,35.24199775413121
3251,1387481,1105130,1105130,1407 MARLOWE AVE,INDIANAPOLIS,42592,1,-86.76535723901782,35.241997723733036
3252,1275527,9021631,9021631,3749 W 10TH ST,INDIANAPOLIS,137052,0,-86.76535389075062,35.24199775413121
3253,1331215,2004084,2004084,3991 STANDISH DR,INDIANAPOLIS,75596,1,-86.76535389075062,35.24199775413121
3254,1030847,1072978,1072978,2539 E 16TH ST,INDIANAPOLIS,205235,0,-86.76535389075062,35.24199775413121
3255,1015053,1003511,1003511,2736 N LASALLE ST,INDIANAPOLIS,326492,0,-86.76535389075062,35.24199775413121
3256,1009524,1091164,1091164,3025 N TACOMA AVE,INDIANAPOLIS,67006,0,-86.76535389075062,35.24199775413121
3257,1007906,1043221,1043221,1053 W 32ND ST,INDIANAPOLIS,278047,1,-86.76535389075062,35.24199775413121
3258,1039336,1044904,1044904,826 N TUXEDO ST,INDIANAPOLIS,201301,0,-86.76535389075062,35.24199775413121
3259,1012858,1069578,1069578,605 W 29TH ST,INDIANAPOLIS,280473,0,-86.76535389075062,35.24199775413121
3260,1245341,8013459,8013459,1118 E 46TH ST,INDIANAPOLIS,157561,1,-86.76535723901782,35.241997723733036
3261,1029248,1087771,1087771,2253 BROOKSIDE AVE,INDIANAPOLIS,152603,0,-86.76535389075062,35.24199775413121
3262,1073514,1051415,1051415,2423 ST PAUL ST,INDIANAPOLIS,313748,1,-86.76535723901782,35.241997723733036
3263,1010853,1060674,1060674,653 W 30TH ST,INDIANAPOLIS,194208,1,-86.76535389075062,35.24199775413121
3264,1036425,1058304,1058304,2615 E 10TH ST,INDIANAPOLIS,187975,1,-86.76535389075062,35.24199775413121
3265,1251840,8005071,8005071,3940 ARTHINGTON BLVD,INDIANAPOLIS,339078,0,-86.76535389075062,35.24199775413121
3266,1008479,1054093,1054093,1436 CONGRESS AVE,INDIANAPOLIS,297554,0,-86.76535389075062,35.24199775413121
3267,1046246,1006472,1006472,112 N DENNY ST,INDIANAPOLIS,55354,1,-86.76535723901782,35.241997723733036
3268,1276902,9017018,9017018,751 N CONCORD ST,INDIANAPOLIS,264636,0,-86.76535389075062,35.24199775413121
3269,1024215,1039687,1039687,2058 ADAMS ST,INDIANAPOLIS,311599,0,-86.76535389075062,35.24199775413121
3270,1015062,1012508,1012508,2735 WHEELER ST,INDIANAPOLIS,325372,0,-86.76535389075062,35.24199775413121
3271,1046668,1022535,1022535,1717 E NEW YORK ST,INDIANAPOLIS,230575,1,-86.76535723901782,35.241997723733036
3272,1313113,8013067,8013067,411 W 39TH ST,INDIANAPOLIS,119480,0,-86.76535389075062,35.24199775413121
3273,1221618,8045011,8045011,7333 N TUXEDO ST,INDIANAPOLIS,173512,0,-86.76535389075062,35.24199775413121
