OBJECTID,PARCEL_TAG,PARCEL_I,PARCEL_C,STREETADDRESS,CITY,ID,UTILITY_ST,NaN,NaN
2286,1322251,9023969,9023969,1114 S SHEFFIELD AVE,INDIANAPOLIS,122069,0,-86.76535389075062,35.24199775413121
2287,1322775,1051360,1051360,1417 HIATT ST,INDIANAPOLIS,64751,0,-86.76535389075062,35.24199775413121
2288,1272577,9019313,9019313,1208 N TIBBS AVE,INDIANAPOLIS,220523,0,-86.76535389075062,35.24199775413121
2289,1022310,1061772,1061772,1316 W 22ND ST,INDIANAPOLIS,204071,0,-86.76535389075062,35.24199775413121
2290,1058211,1021561,1021561,825 DIVISION ST,INDIANAPOLIS,237598,0,-86.76535389075062,35.24199775413121
2291,1035341,1039520,1039520,1938 E 11TH ST,INDIANAPOLIS,125349,0,-86.76535389075062,35.24199775413121
2292,1277937,9019700,9019700,637 OLIN AVE,INDIANAPOLIS,191338,0,-86.76535389075062,35.24199775413121
2293,1319699,9018265,9018265,1129 N PERSHING AVE,INDIANAPOLIS,73268,1,-86.76535389075062,35.24199775413121
2294,1309760,4011945,4011945,4415 N RITTER AVE,INDIANAPOLIS,127439,0,-86.76535389075062,35.24199775413121
2295,1039795,1049226,1049226,811 N DEARBORN ST,INDIANAPOLIS,181730,1,-86.76535389075062,35.24199775413121
2296,1026974,1044456,1044456,1846 DEXTER ST,INDIANAPOLIS,310979,0,-86.76535389075062,35.24199775413121
2297,1054250,1052058,1052058,2537 SOUTHEASTERN AVE,INDIANAPOLIS,45259,1,-86.76535389075062,35.24199775413121
2298,1061198,1051279,1051279,1120 VANDEMAN ST,INDIANAPOLIS,292731,0,-86.76535389075062,35.24199775413121
2299,1033082,1034664,1034664,1314 N KEYSTONE AVE,INDIANAPOLIS,113847,0,-86.76535389075062,35.24199775413121
2300,1063623,1006534,1006534,414 PARKWAY AVE,INDIANAPOLIS,109075,0,-86.76535389075062,35.24199775413121
2301,1033152,1049789,1049789,1319 N KEALING AVE,INDIANAPOLIS,257973,0,-86.76535389075062,35.24199775413121
2302,1012892,1028906,1028906,507 W 29TH ST,INDIANAPOLIS,172171,0,-86.76535389075062,35.24199775413121
2303,1003341,1011590,1011590,3420 N GRANT AVE,INDIANAPOLIS,93843,1,-86.76535389075062,35.24199775413121
2304,1177919,7027640,7027640,3437 N BRENTWOOD AVE,INDIANAPOLIS,211301,0,-86.76535389075062,35.24199775413121
2305,1005412,1067002,1067002,3321 N KENWOOD AVE,INDIANAPOLIS,306329,0,-86.76535389075062,35.24199775413121
2306,1265258,9029751,9029751,3302 W 22ND ST,INDIANAPOLIS,153214,0,-86.76535389075062,35.24199775413121
2307,1034313,1073789,1073789,1130 N KEYSTONE AVE,INDIANAPOLIS,328505,0,-86.76535389075062,35.24199775413121
2308,1208742,8008829,8008829,609 E 96TH ST,INDIANAPOLIS,207356,0,-86.76535389075062,35.24199775413121
2309,1181682,7021651,7021651,5602 E 27TH ST,INDIANAPOLIS,169504,1,-86.76535389075062,35.24199775413121
2310,1290495,9017034,9017034,1006 S PERSHING AVE,INDIANAPOLIS,32291,1,-86.76535389075062,35.24199775413121
2311,1008929,1018272,1018272,1127 CONGRESS AVE,INDIANAPOLIS,9605,0,-86.76535389075062,35.24199775413121
2312,1008471,1080357,1080357,1414 CONGRESS AVE,INDIANAPOLIS,127205,1,-86.76535389075062,35.24199775413121
1610,1018431,1025434,1025434,341 W 25TH ST,INDIANAPOLIS,128163,1,-86.76535389075062,35.24199775413121
1611,1014303,1046884,1046884,1418 W 28TH ST,INDIANAPOLIS,243351,1,-86.76535389075062,35.24199775413121
1612,1013851,1044977,1044977,847 UDELL ST,INDIANAPOLIS,210538,0,-86.76535385369752,35.24199500723385
1613,1044867,1017729,1017729,314 N CHESTER AVE,INDIANAPOLIS,26951,0,-86.76535389075062,35.24199775413121
1614,1314058,8022677,8022677,2020 E 38TH ST,INDIANAPOLIS,31713,0,-86.76535389075062,35.24199775413121
1615,1316625,1087848,1087848,3725 N CHESTER AVE,INDIANAPOLIS,224973,1,-86.76535389075062,35.24199775413121
1616,1029711,1011837,1011837,1649 N TEMPLE AVE,INDIANAPOLIS,114142,1,-86.76535723901782,35.241997723733036
1617,1249128,8019179,8019179,4237 RALSTON AVE,INDIANAPOLIS,130231,0,-86.76535389075062,35.24199775413121
1618,1167677,6017454,6017454,6462 BAY HARBOR LN,INDIANAPOLIS,257929,1,-86.76535723901782,35.241997723733036
1619,1076137,1051555,1051555,1127 NELSON AVE,INDIANAPOLIS,239787,0,-86.76535389075062,35.24199775413121
1620,1015291,1051917,1051917,2718 BOULEVARD PL,INDIANAPOLIS,46487,1,-86.76535389075062,35.24199775413121
1621,1252300,8022020,8022020,3936 WINTHROP AVE,INDIANAPOLIS,91378,1,-86.76535723901782,35.241997723733036
1622,1034747,1006242,1006242,1121 N PARKER AVE,INDIANAPOLIS,341571,1,-86.76535389075062,35.24199775413121
1623,1316293,1023645,1023645,3724 FOREST MANOR AVE,INDIANAPOLIS,54900,0,-86.76535389075062,35.24199775413121
1624,1278953,9019611,9019611,518 N BERWICK AVE,INDIANAPOLIS,289484,1,-86.76535389075062,35.24199775413121
1625,1139264,5011113,5011113,22 W EPLER AVE,INDIANAPOLIS,239258,0,-86.76535389075062,35.24199775413121
1626,1017780,1020040,1020040,2518 HIGHLAND PL,INDIANAPOLIS,176695,1,-86.76535389075062,35.24199775413121
1627,1067533,1009625,1009625,635 E MINNESOTA ST,INDIANAPOLIS,340091,1,-86.76535389075062,35.24199775413121
1628,1293779,9013897,9013897,1451 S KIEL AVE,INDIANAPOLIS,166776,0,-86.76535389075062,35.24199775413121
1629,1127527,4003080,4003080,3905 N KITLEY AVE,INDIANAPOLIS,157436,0,-86.76535389075062,35.24199775413121
1630,1274361,9019950,9019950,1053 N TREMONT ST,INDIANAPOLIS,290959,0,-86.76535389075062,35.24199775413121
1631,1012029,1021182,1021182,1305 EUGENE ST,INDIANAPOLIS,251239,1,-86.76535389075062,35.24199775413121
1632,1064997,1048968,1048968,919 COTTAGE AVE,INDIANAPOLIS,220884,1,-86.76535389075062,35.24199775413121
1633,1034633,1057519,1057519,1125 N DEARBORN ST,INDIANAPOLIS,73370,0,-86.76535389075062,35.24199775413121
1634,1067369,1067202,1067202,1605 E MINNESOTA ST,INDIANAPOLIS,298414,0,-86.76535389075062,35.24199775413121
1635,1003969,1010216,1010216,3417 N CAPITOL AVE,INDIANAPOLIS,151598,1,-86.76535389075062,35.24199775413121
1636,1019988,1056952,1056952,3636 ROOSEVELT AVE,INDIANAPOLIS,159298,0,-86.76535389075062,35.24199775413121
1637,1011833,1035728,1035728,2921 N SHERMAN DR,INDIANAPOLIS,34008,0,-86.76535389075062,35.24199775413121
1638,1067982,1079352,1079352,1730 THADDEUS ST,INDIANAPOLIS,288710,0,-86.76535389075062,35.24199775413121
1639,1272143,9037785,9037785,1302 N CONCORD ST,INDIANAPOLIS,102956,0,-86.76535389075062,35.24199775413121
1640,1068713,1041045,1041045,1521 LAWTON AVE,INDIANAPOLIS,259462,1,-86.76535389075062,35.24199775413121
1641,1280977,9045483,9045483,319 LANSDOWNE RD,INDIANAPOLIS,312393,1,-86.76535389075062,35.24199775413121
1642,1186125,7016233,7016233,6208 E 21ST ST,INDIANAPOLIS,123943,1,-86.76535723901782,35.241997723733036
1643,1049866,1063753,1063753,63 S CHESTER AVE,INDIANAPOLIS,132716,1,-86.76535723901782,35.241997723733036
1644,1047833,1043346,1043346,201 JEFFERSON AVE,INDIANAPOLIS,264933,1,-86.76535389075062,35.24199775413121
1645,1200648,7012273,7012273,75 S KENYON ST,INDIANAPOLIS,244430,1,-86.76535723901782,35.241997723733036
1646,1002058,1082216,1082216,3517 KINNEAR AVE,INDIANAPOLIS,221179,1,-86.76535389075062,35.24199775413121
1647,1291130,9004031,9004031,1023 WESTBROOK AVE,INDIANAPOLIS,118477,1,-86.76535389075062,35.24199775413121
1648,1002736,1055225,1055225,3443 N CHESTER AVE,INDIANAPOLIS,146862,1,-86.76535389075062,35.24199775413121
1649,1009537,1054608,1054608,3043 N PARK AVE,INDIANAPOLIS,112194,1,-86.76535723901782,35.241997723733036
1650,1034533,1013689,1013689,1122 N KEYSTONE AVE,INDIANAPOLIS,36843,1,-86.76535389075062,35.24199775413121
1651,1047632,1014083,1014083,237 N RANDOLPH ST,INDIANAPOLIS,297,1,-86.76535389075062,35.24199775413121
1652,1037470,1065946,1065946,922 N OAKLAND AVE,INDIANAPOLIS,255063,0,-86.76535389075062,35.24199775413121
1653,1046599,1023208,1023208,58 N BRADLEY AVE,INDIANAPOLIS,50992,0,-86.76535389075062,35.24199775413121
1654,1257578,9033942,9033942,4047 ARCADIA ST,INDIANAPOLIS,261871,1,-86.76535389075062,35.24199775413121
1655,1032289,1052342,1052342,1355 N OLNEY ST,INDIANAPOLIS,106717,1,-86.76535389075062,35.24199775413121
1656,1012963,1094514,1094514,2855 N GLADSTONE AVE,INDIANAPOLIS,59895,1,-86.76535723901782,35.241997723733036
1657,1130799,5007416,5007416,1615 EDGECOMBE AVE,INDIANAPOLIS,23446,0,-86.76535389075062,35.24199775413121
1658,1009180,1018057,1018057,3109 GRACELAND AVE,INDIANAPOLIS,158992,0,-86.76535389075062,35.24199775413121
2313,1288281,9012779,9012779,552 S VINE ST,INDIANAPOLIS,118886,0,-86.76535389075062,35.24199775413121
2314,1274473,9021140,9021140,1044 N MOUNT ST,INDIANAPOLIS,15218,0,-86.76535389075062,35.24199775413121
2315,1328533,2001152,2001152,3005 MARS HILL ST,INDIANAPOLIS,175230,0,-86.76535389075062,35.24199775413121
2316,1036661,1093998,1093998,1923 W 10TH ST,INDIANAPOLIS,182372,1,-86.76535389075062,35.24199775413121
2317,1041625,1019611,1019611,537 JEFFERSON AVE,INDIANAPOLIS,46807,1,-86.76535389075062,35.24199775413121
2318,1125498,4015836,4015836,4037 RICHELIEU RD,INDIANAPOLIS,285532,1,-86.76535389075062,35.24199775413121
2319,1002448,1091549,1091549,3501 RALSTON AVE,INDIANAPOLIS,24751,0,-86.76535389075062,35.24199775413121
2320,1240279,8001635,8001635,1737 W 53RD ST,INDIANAPOLIS,99188,0,-86.76535389075062,35.24199775413121
2321,1205124,7012427,7012427,732 S IRVINGTON AVE,INDIANAPOLIS,164100,1,-86.76535389075062,35.24199775413121
2322,1248263,8021347,8021347,4331 RALSTON AVE,INDIANAPOLIS,132222,0,-86.76535389075062,35.24199775413121
2323,1048549,1043352,1043352,1523 E OHIO ST,INDIANAPOLIS,232381,1,-86.76535389075062,35.24199775413121
2324,1322544,9018148,9018148,1302 S SHEFFIELD AVE,INDIANAPOLIS,77850,1,-86.76535389075062,35.24199775413121
2325,1065726,1059501,1059501,1425 KAPPES ST,INDIANAPOLIS,50016,1,-86.76535389075062,35.24199775413121
2326,1019552,1071702,1071702,2366 N RURAL ST,INDIANAPOLIS,191747,1,-86.76535389075062,35.24199775413121
2327,1023739,1083021,1083021,1417 HERSCHELL AVE,INDIANAPOLIS,258270,1,-86.76535389075062,35.24199775413121
2328,1039498,1032919,1032919,750 CARLYLE PL,INDIANAPOLIS,178589,1,-86.76535389075062,35.24199775413121
2329,1034068,1051550,1051550,1215 N TUXEDO ST,INDIANAPOLIS,322565,0,-86.76535389075062,35.24199775413121
2330,1028926,1029751,1029751,4508 E 17TH ST,INDIANAPOLIS,275282,0,-86.76535389075062,35.24199775413121
2331,1017957,1003861,1003861,868 W 25TH ST,INDIANAPOLIS,72486,1,-86.76535723901782,35.241997723733036
2332,1032975,1017137,1017137,1336 SHANNON AVE,INDIANAPOLIS,152301,0,-86.76535389075062,35.24199775413121
2333,1055170,1016740,1016740,523 E WARSAW ST,INDIANAPOLIS,188112,1,-86.76535723901782,35.241997723733036
2334,1045994,1072516,1072516,119 N BRADLEY AVE,INDIANAPOLIS,268865,1,-86.76535389075062,35.24199775413121
2335,1033888,1017017,1017017,2230 E 12TH ST,INDIANAPOLIS,32159,0,-86.76535389075062,35.24199775413121
2336,1063397,1044576,1044576,231 WISCONSIN ST,INDIANAPOLIS,164139,0,-86.76535389075062,35.24199775413121
2337,1246855,8021507,8021507,210 BLUE RIDGE RD,INDIANAPOLIS,52330,0,-86.76535389075062,35.24199775413121
2338,1039382,1020899,1020899,820 N RURAL ST,INDIANAPOLIS,57829,0,-86.76535389075062,35.24199775413121
2339,1270928,9023453,9023453,1502 N WARMAN AVE,INDIANAPOLIS,282465,1,-86.76535389075062,35.24199775413121
2340,1016304,1022211,1022211,2622 N DEARBORN ST,INDIANAPOLIS,80581,0,-86.76535389075062,35.24199775413121
2341,1186204,7023401,7023401,9915 E 21ST ST,INDIANAPOLIS,236135,0,-86.76535389075062,35.24199775413121
2342,1022151,1041968,1041968,2181 N BOSART AVE,INDIANAPOLIS,195126,1,-86.76535389075062,35.24199775413121
2343,1055348,1075098,1075098,554 ARBOR AVE,INDIANAPOLIS,4549,0,-86.76535389075062,35.24199775413121
2344,1004468,1085697,1085697,3365 WALLACE AVE,INDIANAPOLIS,20679,0,-86.76535389075062,35.24199775413121
2345,1123836,4016378,4016378,8340 MEADOWLARK DR,INDIANAPOLIS,97033,1,-86.76535723901782,35.241997723733036
2346,1029407,1057763,1057763,1636 CENTRAL AVE,INDIANAPOLIS,244139,1,-86.76535389075062,35.24199775413121
2347,1274501,9023726,9023726,3317 W 11TH ST,INDIANAPOLIS,330308,0,-86.76535389075062,35.24199775413121
2348,1020827,1079228,1079228,2317 WHITE AVE,INDIANAPOLIS,269240,1,-86.76535723901782,35.241997723733036
2349,1040712,1047166,1047166,618 N OXFORD ST,INDIANAPOLIS,57708,1,-86.76535389075062,35.24199775413121
2350,1319266,1089309,1089309,1701 N BANCROFT ST,INDIANAPOLIS,158637,0,-86.76535389075062,35.24199775413121
2351,1276772,9021849,9021849,758 N CONCORD ST,INDIANAPOLIS,85959,1,-86.76535389075062,35.24199775413121
2352,1006475,1099237,1099237,3211 NICHOLAS AVE,INDIANAPOLIS,232233,1,-86.76535389075062,35.24199775413121
2353,1026257,1021631,1021631,1931 N OXFORD ST,INDIANAPOLIS,210496,1,-86.76535389075062,35.24199775413121
2354,1129650,5004584,5004584,3319 ST PAUL ST,INDIANAPOLIS,300055,1,-86.76535723901782,35.241997723733036
2355,1061114,1030696,1030696,1145 S RICHLAND ST,INDIANAPOLIS,40947,1,-86.76535389075062,35.24199775413121
2356,1056651,1068225,1068225,631 COFFEY ST,INDIANAPOLIS,115398,0,-86.76535389075062,35.24199775413121
2357,1015701,1083048,1083048,2702 HIGHLAND PL,INDIANAPOLIS,230011,1,-86.76535389075062,35.24199775413121
2358,1131598,5013169,5013169,3697 S RURAL ST,INDIANAPOLIS,317740,0,-86.76535389075062,35.24199775413121
2359,1006980,1078965,1078965,1021 W 33RD ST,INDIANAPOLIS,209734,1,-86.76535389075062,35.24199775413121
2360,1201220,7008974,7008974,5829 JULIAN AVE,INDIANAPOLIS,246310,0,-86.76535389075062,35.24199775413121
1659,1270215,9036364,9036364,7008 CARLSEN AVE,INDIANAPOLIS,181979,0,-86.76535389075062,35.24199775413121
1660,1011337,1009769,1009769,976 EUGENE ST,INDIANAPOLIS,68594,0,-86.76535389075062,35.24199775413121
1661,1020093,1088945,1088945,519 E 24TH ST,INDIANAPOLIS,158073,0,-86.76535389075062,35.24199775413121
1662,1009460,1082097,1082097,3030 RALSTON AVE,INDIANAPOLIS,93552,1,-86.76535389075062,35.24199775413121
1663,1147611,5018624,5018624,217 E WATERBURY RD,INDIANAPOLIS,7165,0,-86.76535389075062,35.24199775413121
1664,1008944,1073625,1073625,3120 GRACELAND AVE,INDIANAPOLIS,129496,0,-86.76535389075062,35.24199775413121
1665,1003629,1070867,1070867,1157 W 37TH ST,INDIANAPOLIS,325997,1,-86.76535389075062,35.24199775413121
1666,1372546,4043533,4043533,10635 PENDLETON PIKE,LAWRENCE,195801,1,-86.7653572019646,35.24199497683567
1667,1181995,7035978,7035978,10190 DEDHAM DR,INDIANAPOLIS,227362,0,-86.76535389075062,35.24199775413121
1668,1053859,1004492,1004492,349 VILLA AVE,INDIANAPOLIS,192746,0,-86.76535389075062,35.24199775413121
1669,1073987,1036045,1036045,2754 WALKER AVE,INDIANAPOLIS,205136,0,-86.76535389075062,35.24199775413121
1670,1012796,1069210,1069210,141 W 29TH ST,INDIANAPOLIS,304383,0,-86.76535389075062,35.24199775413121
1671,1044635,1053250,1053250,3319 E VERMONT ST,INDIANAPOLIS,251444,1,-86.76535723901782,35.241997723733036
1672,1196952,7006522,7006522,403 N GIBSON AVE,INDIANAPOLIS,214841,1,-86.76535389075062,35.24199775413121
1673,1009015,1071810,1071810,3102 N ARSENAL AVE,INDIANAPOLIS,64563,1,-86.76535723901782,35.241997723733036
1674,1012541,1061894,1061894,2901 N COLORADO AVE,INDIANAPOLIS,326995,0,-86.76535389075062,35.24199775413121
1675,1146685,5019513,5019513,7022 ALSTON DR,INDIANAPOLIS,308786,0,-86.76535389075062,35.24199775413121
1676,1005418,1037212,1037212,3322 GRACELAND AVE,INDIANAPOLIS,246410,0,-86.76535389075062,35.24199775413121
1677,1005099,1091936,1091936,3314 NICHOLAS AVE,INDIANAPOLIS,228038,1,-86.76535723901782,35.241997723733036
1678,1298983,9005129,9005129,2729 S LYONS AVE,INDIANAPOLIS,24262,0,-86.76535389075062,35.24199775413121
1679,1046392,1088059,1088059,108 N GLADSTONE AVE,INDIANAPOLIS,91329,0,-86.76535389075062,35.24199775413121
1680,1020333,1056667,1056667,2341 CARROLLTON AVE,INDIANAPOLIS,98685,0,-86.76535389075062,35.24199775413121
1681,1317379,1005575,1005575,3721 SCHOFIELD AVE,INDIANAPOLIS,200500,1,-86.76535389075062,35.24199775413121
1682,1055025,1078143,1078143,501 ST PAUL ST,INDIANAPOLIS,337529,0,-86.76535389075062,35.24199775413121
1683,1255483,9038430,9038430,4125 DEBORAH ST,INDIANAPOLIS,280218,0,-86.76535389075062,35.24199775413121
1684,1272486,9018640,9018640,1220 N HOLMES AVE,INDIANAPOLIS,61690,0,-86.76535389075062,35.24199775413121
1685,1068720,1075154,1075154,1818 S EAST ST,INDIANAPOLIS,60817,0,-86.76535389075062,35.24199775413121
1686,1183867,7000990,7000990,2420 N IRWIN ST,INDIANAPOLIS,119551,0,-86.76535389075062,35.24199775413121
1687,1295694,9000639,9000639,4621 W NAOMI ST,INDIANAPOLIS,41918,1,-86.76535389075062,35.24199775413121
1688,1132106,5014660,5014660,3825 S STATE AVE,INDIANAPOLIS,228305,1,-86.76535389075062,35.24199775413121
1689,1046385,1010003,1010003,104 N CHESTER AVE,INDIANAPOLIS,99351,0,-86.76535389075062,35.24199775413121
1690,1182248,7024599,7024599,2643 SICKLE RD,INDIANAPOLIS,307538,1,-86.76535389075062,35.24199775413121
1691,1032307,1051012,1051012,1342 N PARKER AVE,INDIANAPOLIS,68366,1,-86.76535389075062,35.24199775413121
1692,1033892,1056550,1056550,1218 N RURAL ST,INDIANAPOLIS,69610,1,-86.76535723901782,35.241997723733036
1693,1313554,4006871,4006871,3815 N BOLTON AVE,INDIANAPOLIS,141565,0,-86.76535389075062,35.24199775413121
1694,1010688,1066639,1066639,3006 N CAPITOL AVE,INDIANAPOLIS,308003,1,-86.76535723901782,35.241997723733036
1695,1329223,2001038,2001038,3041 S RYBOLT AVE,INDIANAPOLIS,14818,0,-86.76535389075062,35.24199775413121
1696,1247121,8011895,8011895,4435 EVANSTON AVE,INDIANAPOLIS,308449,1,-86.76535723901782,35.241997723733036
1697,1004721,1063629,1063629,1054 W 35TH ST,INDIANAPOLIS,70734,1,-86.76535723901782,35.241997723733036
1698,1021299,1094333,1094333,2267 WHEELER ST,INDIANAPOLIS,167171,1,-86.76535389075062,35.24199775413121
1699,1023851,1014431,1014431,2124 N HARDING ST,INDIANAPOLIS,300842,1,-86.76535389075062,35.24199775413121
1700,1005392,1085826,1085826,3316 WALLACE AVE,INDIANAPOLIS,151160,0,-86.76535389075062,35.24199775413121
1701,1012030,1079588,1079588,1309 EUGENE ST,INDIANAPOLIS,276739,1,-86.76535723901782,35.241997723733036
1702,1011917,1074818,1074818,863 EUGENE ST,INDIANAPOLIS,286800,0,-86.76535389075062,35.24199775413121
1703,1023551,1028469,1028469,2107 ADAMS ST,INDIANAPOLIS,99063,0,-86.76535389075062,35.24199775413121
1704,1061755,1018474,1018474,1138 VILLA AVE,INDIANAPOLIS,92401,1,-86.76535723901782,35.241997723733036
1705,1003530,1060898,1060898,3256 E 34TH ST,INDIANAPOLIS,264664,0,-86.76535389075062,35.24199775413121
1706,1009257,1089582,1089582,308 W 31ST ST,INDIANAPOLIS,334078,0,-86.76535389075062,35.24199775413121
1707,1276854,9021725,9021725,753 HAUGH ST,INDIANAPOLIS,64461,1,-86.76535723901782,35.241997723733036
2361,1185242,7016390,7016390,6161 WINDSOR DR,INDIANAPOLIS,155935,1,-86.76535389075062,35.24199775413121
2362,1317701,1086065,1086065,2301 E 37TH ST,INDIANAPOLIS,41406,1,-86.76535389075062,35.24199775413121
2363,1035844,1017129,1017129,1016 N OXFORD ST,INDIANAPOLIS,309699,0,-86.76535385369752,35.24199500723385
2364,1012224,1003032,1003032,2921 N DELAWARE ST,INDIANAPOLIS,65645,1,-86.76535389075062,35.24199775413121
2365,1134955,5008587,5008587,1510 E MARKWOOD AVE,INDIANAPOLIS,269178,1,-86.76535389075062,35.24199775413121
2366,1035390,1066740,1066740,1032 N RURAL ST,INDIANAPOLIS,68375,0,-86.76535389075062,35.24199775413121
2367,1226754,8001953,8001953,1807 E 64TH ST,INDIANAPOLIS,157188,0,-86.76535389075062,35.24199775413121
2368,1318879,7001972,7001972,2145 N LELAND AVE,INDIANAPOLIS,70485,0,-86.76535389075062,35.24199775413121
2369,1008751,1004266,1004266,3057 STUART ST,INDIANAPOLIS,83389,0,-86.76535389075062,35.24199775413121
2370,1290053,9005673,9005673,815 LACLEDE ST,INDIANAPOLIS,2517,1,-86.76535723901782,35.241997723733036
2371,1019051,1012024,1012024,2436 N COLLEGE AVE,INDIANAPOLIS,212435,1,-86.76535389075062,35.24199775413121
2372,1123665,4018837,4018837,4402 BURRWOOD DR,INDIANAPOLIS,252814,1,-86.76535389075062,35.24199775413121
2373,1030285,1038800,1038800,2018 BROOKSIDE AVE,INDIANAPOLIS,162399,0,-86.76535389075062,35.24199775413121
2374,1035639,1008302,1008302,1021 N HAMILTON AVE,INDIANAPOLIS,301666,0,-86.76535389075062,35.24199775413121
2375,1310690,4009078,4009078,4108 N IRVINGTON AVE,INDIANAPOLIS,308790,0,-86.76535389075062,35.24199775413121
2376,1013230,1017005,1017005,2846 N SHERMAN DR,INDIANAPOLIS,136430,1,-86.76535389075062,35.24199775413121
2377,1060014,1047682,1047682,1028 S GALE ST,INDIANAPOLIS,31375,0,-86.76535389075062,35.24199775413121
2378,1006922,1055390,1055390,3171 N OLNEY ST,INDIANAPOLIS,41588,0,-86.76535389075062,35.24199775413121
2379,1012869,1012954,1012954,549 W 29TH ST,INDIANAPOLIS,229964,1,-86.76535389075062,35.24199775413121
2380,1271472,9018012,9018012,1406 SHARON AVE,INDIANAPOLIS,291322,0,-86.76535389075062,35.24199775413121
2381,1224593,8030825,8030825,6887 DOVER RD,INDIANAPOLIS,158075,0,-86.76535389075062,35.24199775413121
2382,1309647,4007069,4007069,4439 PRISCILLA AVE,INDIANAPOLIS,274213,1,-86.76535389075062,35.24199775413121
2383,1177991,7027573,7027573,3428 N WITTFIELD ST,INDIANAPOLIS,220108,1,-86.76535723901782,35.241997723733036
2384,1003520,1027666,1027666,3210 E 34TH ST,INDIANAPOLIS,17865,1,-86.76535723901782,35.241997723733036
2385,1293402,9021065,9021065,2233 HOWARD ST,INDIANAPOLIS,261490,0,-86.76535389075062,35.24199775413121
2386,1031649,1012946,1012946,1413 N KEALING AVE,INDIANAPOLIS,253781,0,-86.76535389075062,35.24199775413121
2387,1000656,1023258,1023258,41 E 37TH ST,INDIANAPOLIS,271389,1,-86.76535389075062,35.24199775413121
2388,1004124,1094507,1094507,1929 E 34TH ST,INDIANAPOLIS,5850,1,-86.76535389075062,35.24199775413121
2389,1249716,8012960,8012960,4231 SUNSET AVE,INDIANAPOLIS,263791,0,-86.76535389075062,35.24199775413121
2390,1007053,1038407,1038407,1417 W 33RD ST,INDIANAPOLIS,291609,0,-86.76535389075062,35.24199775413121
2391,1032651,1070385,1070385,1340 N GALE ST,INDIANAPOLIS,1540,0,-86.76535389075062,35.24199775413121
